a.user	a.query	a.query as query1	a.md5key	a.rawkey	date(from_unixtime(a.timestamp)) as date	a.source	a.linkquality	a.linklowquality	a.commentsnotes	a.titlequality	a.titlelowquality	a.rank	m._domain_url	m._sourcexml	m._ql_title	m._unkvalue	m._control	m._ql_url
samanthashook	76	76	407d699812223493951f186fb0d9d3df	1608https://images.google.com/	2015-04-14	qlv416working	3	Other		2		2	https://images.google.com/	bing-ql.ysec01.ans.xml	News	2	1608	http://news.google.com/nwshp?hl=entab=in
samanthashook	76	76	5092ca317206f0fa8f61828445410a55	1614https://images.google.com/	2015-04-14	qlv416working	3	Other	looks like seed url	3	Other	8	https://images.google.com/	v4.16.singlelayer.newf.newgbdt.xml	Images	2	1614	http://google.com/imghp
samanthashook	76	76	54aa9c31105ca5c7768f06ec79082254	1610https://images.google.com/	2015-04-14	qlv416working	3	Topic too specific		3	Bad capitalization	4	https://images.google.com/	bing-ql.ysec01.ans.xml	Google Life Photos	4	1610	http://images.google.com/hosted/life
samanthashook	76	76	617edd934bcb52914c0c23c23702d32a	1607https://images.google.com/	2015-04-14	qlv416working	4	Topic too specific		2		1	https://images.google.com/	bing-ql.ysec01.ans.xml	Google on Windows 8	5	1607	http://images.google.com/homepage/windows8/
samanthashook	76	76	64bd5a03ad496d253d976eca398334e5	1613https://images.google.com/	2015-04-14	qlv416working	2			1		7	https://images.google.com/	v4.16.singlelayer.newf.newgbdt.xml	Advanced Image Search	3	1613	http://images.google.com/advanced_image_search?hl=en
samanthashook	76	76	73c854d728777716dfd117d51dcbd4d4	1612https://images.google.com/	2015-04-14	qlv416working	3	Topic too specific		4	Other	6	https://images.google.com/	v4.16.singlelayer.newf.newgbdt.xml	Searchbyimage	1	1612	http://www.google.com/insidesearch/features/images/searchbyimage.html
samanthashook	76	76	80e77d06a9ca2e06110822a92e07242a	1611https://images.google.com/	2015-04-14	qlv416working	3	Other		1		5	https://images.google.com/	bing-ql.ysec01.ans.xml	Google Translate	3	1611	https://translate.google.com/
samanthashook	76	76	a7335de1a240685e57275329c26be646	1606https://images.google.com/	2015-04-14	qlv416working	3	Other		4	Irrelevant	0	https://images.google.com/	bing-ql.ysec01.ans.xml	Google Maps	6	1606	https://plus.google.com/
samanthashook	76	76	db48673f5c778bda1bd8f930d32a6f53	1615https://images.google.com/	2015-04-14	qlv416working	3	Other		2		9	https://images.google.com/	v4.16.singlelayer.newf.newgbdt.xml	Maps	6	1615	https://maps.google.com
samanthashook	78	78	1050f6011ce28f2fc33edce7e3dca0a9	2003http://www.usedcars.com/	2015-04-14	qlv416working	3	Topic too specific		2		0	http://www.usedcars.com/	bing-ql.ysec01.ans.xml	Under $5,000	1	2003	http://www.usedcars.com/Search.aspx?priceMax=5000
samanthashook	78	78	2784c23f14021d26a42552dfe8ac85b4	2007http://www.usedcars.com/	2015-04-14	qlv416working	3	Topic too specific		2		4	http://www.usedcars.com/	bing-ql.ysec01.ans.xml	Under $15,000	6	2007	http://www.usedcars.com/Search.aspx?priceMax=15000
samanthashook	78	78	2d5824869aae50f4ceec22b710a0ffc0	2005http://www.usedcars.com/	2015-04-14	qlv416working	2			3	Too long	2	http://www.usedcars.com/	bing-ql.ysec01.ans.xml	Pickup Trucks	5	2005	http://www.usedcars.com/car-body-type/trucks/
samanthashook	78	78	3e53aaecb2c6364e32062e91d13d0bc8	2009http://www.usedcars.com/	2015-04-14	qlv416working	5			5		6	http://www.usedcars.com/	v4.16.singlelayer.newf.newgbdt.xml	California	2	2009	http://www.usedcars.comrowse/ca-5/
samanthashook	78	78	5e758322b1c80379e15a682a65a0cb70	2013http://www.usedcars.com/	2015-04-14	qlv416working	5			5		10	http://www.usedcars.com/	v4.16.singlelayer.newf.newgbdt.xml	Texas	4	2013	http://www.usedcars.comrowse/tx-44/
samanthashook	78	78	69e45a39b2b9148f79f40aa24a101a2a	2014http://www.usedcars.com/	2015-04-14	qlv416working	5			5		11	http://www.usedcars.com/	v4.16.singlelayer.newf.newgbdt.xml	Ohio	3	2014	http://www.usedcars.comrowse/oh-36/
samanthashook	78	78	91226ac49f249956aea88bb001a7cbc7	2011http://www.usedcars.com/	2015-04-14	qlv416working	5			5		8	http://www.usedcars.com/	v4.16.singlelayer.newf.newgbdt.xml	Houston	6	2011	http://www.usedcars.comrowse/tx-44/houston-3539.aspx
samanthashook	78	78	9c0f9fb5c77b963308a7f42256a6a168	2004http://www.usedcars.com/	2015-04-14	qlv416working	2			2		1	http://www.usedcars.com/	bing-ql.ysec01.ans.xml	Find a Used Car	3	2004	http://www.usedcars.com/find-a-car/
samanthashook	78	78	bf3e8d505da9fb1d296e68e8c0f5dbc1	2006http://www.usedcars.com/	2015-04-14	qlv416working	2			2		3	http://www.usedcars.com/	bing-ql.ysec01.ans.xml	SUVs	4	2006	http://www.usedcars.com/car-body-type/suv/
samanthashook	78	78	bf6172e3a01725f5f6c55165960a9b36	2012http://www.usedcars.com/	2015-04-14	qlv416working	3	Other		3	Other	9	http://www.usedcars.com/	v4.16.singlelayer.newf.newgbdt.xml	Power Search	5	2012	http://www.usedcars.com/PowerSearch.aspx
samanthashook	78	78	ebcf51dec840570c148c341a8f947356	2010http://www.usedcars.com/	2015-04-14	qlv416working	2			2		7	http://www.usedcars.com/	v4.16.singlelayer.newf.newgbdt.xml	Find A Car	1	2010	http://www.usedcars.com/find-a-car/
samanthashook	78	78	fd88cd04d062986bdd5d200b81b4ae79	2008http://www.usedcars.com/	2015-04-14	qlv416working	3	Topic too specific		2		5	http://www.usedcars.com/	bing-ql.ysec01.ans.xml	Under $10,000	2	2008	http://www.usedcars.com/Search.aspx?priceMax=10000
samanthashook	87	87	29964edc930fc5c1866452dfbb8b3107	2980http://careers.homedepot.com/	2015-04-13	qlv416working	2			2		10	http://careers.homedepot.com/	v4.16.singlelayer.newf.newgbdt.xml	Hourly Retail	2	2980	http://careers.homedepot.com/find-your-fit/retail-hourly.html
samanthashook	87	87	350e2f67e2be2f4f1bb3942e72ffd005	2970http://careers.homedepot.com/	2015-04-13	qlv416working	2			2		0	http://careers.homedepot.com/	bing-ql.ysec01.ans.xml	Career Depot	2	2970	https://corporate.homedepot.com/Associates/Pages/CareerDepot.aspx
samanthashook	87	87	547567533172571e7c0efe4c3ac26391	2976http://careers.homedepot.com/	2015-04-13	qlv416working	3	Other		3	Other	6	http://careers.homedepot.com/	v4.16.singlelayer.newf.newgbdt.xml	Find Your Fit	1	2976	http://careers.homedepot.com/career-depot.html
samanthashook	87	87	5f038807b0a91ca332a32275299f0694	2979http://careers.homedepot.com/	2015-04-13	qlv416working	3	Topic too specific		3	Other	9	http://careers.homedepot.com/	v4.16.singlelayer.newf.newgbdt.xml	Corporate Affiliates	5	2979	http://careers.homedepot.com/corp/index.html
samanthashook	87	87	73b1258b6409b0b29658e27060b53b11	2977http://careers.homedepot.com/	2015-04-13	qlv416working	5	404		5		7	http://careers.homedepot.com/	v4.16.singlelayer.newf.newgbdt.xml	Benefits	3	2977	http://careers.homedepot.com/our-cultureenefits.html
samanthashook	87	87	75561b69aec7f413685774d5cc49c47f	2981http://careers.homedepot.com/	2015-04-13	qlv416working	2			4	Irrelevant	11	http://careers.homedepot.com/	v4.16.singlelayer.newf.newgbdt.xml	Online	4	2981	http://www.careers.homedepot.com/jobs/recent/
samanthashook	87	87	79b08e3dccb3664369744866320a1fc1	2973http://careers.homedepot.com/	2015-04-13	qlv416working	3	Topic too specific		2		3	http://careers.homedepot.com/	bing-ql.ysec01.ans.xml	Distribution Center	3	2973	http://careers.homedepot.com/find-your-fit/distribution-center.html
samanthashook	87	87	8e94ac38f6d5c4db0278c923b47494a9	2978http://careers.homedepot.com/	2015-04-13	qlv416working	3	Topic too specific		2		8	http://careers.homedepot.com/	v4.16.singlelayer.newf.newgbdt.xml	Our Values	6	2978	http://careers.homedepot.com/our-culture/our-values.html
samanthashook	87	87	b33b1ccc9b54fd38324d5eed73f79fd2	2975http://careers.homedepot.com/	2015-04-13	qlv416working	2			2		5	http://careers.homedepot.com/	bing-ql.ysec01.ans.xml	Hourly Retail	1	2975	http://careers.homedepot.com/find-your-fit/retail-hourly.html
samanthashook	87	87	c5c28d7544d2b78c8172d725f790959b	2972http://careers.homedepot.com/	2015-04-13	qlv416working	3	Topic too specific		2		2	http://careers.homedepot.com/	bing-ql.ysec01.ans.xml	Call Center	5	2972	http://careers.homedepot.com/find-your-fit/call-center.html
samanthashook	87	87	d983dafb8be03ee09a62d86f6f5cfcb2	2974http://careers.homedepot.com/	2015-04-13	qlv416working	2			2		4	http://careers.homedepot.com/	bing-ql.ysec01.ans.xml	Find Your Fit	4	2974	http://careers.homedepot.com/find-your-fit/
samanthashook	87	87	f72455b35075a43c3110b07a3b87606f	2971http://careers.homedepot.com/	2015-04-13	qlv416working	3	Topic too specific		2		1	http://careers.homedepot.com/	bing-ql.ysec01.ans.xml	Merchandising	6	2971	http://careers.homedepot.com/find-your-fit/met.html
samanthashook	98	98	0e3217a6ae6c196e160bcad78a2f7a4c	1624http://www.calottery.com/	2015-04-15	qlv416working	1		MEGA Millions	2		6	http://www.calottery.com/	v4.16.singlelayer.newf.newgbdt.xml	Mega Millions	1	1624	http://calottery.com/play/draw-games/mega-millions
samanthashook	98	98	1c3d27739c82df15e0ff6b0de1db72e9	1623http://www.calottery.com/	2015-04-15	qlv416working	1		MEGA Millions	2		5	http://www.calottery.com/	bing-ql.ysec01.ans.xml	Mega Millions	3	1623	http://www.calottery.com/play/draw-games/mega-millions
samanthashook	98	98	431f1ce51d4228f464622d0bbd0e339a	1627http://www.calottery.com/	2015-04-15	qlv416working	2		SuperLotto	2		9	http://www.calottery.com/	v4.16.singlelayer.newf.newgbdt.xml	Superlotto Plus	3	1627	http://calottery.com/play/draw-games/superlotto-plus
samanthashook	98	98	5a0a2b991210d4ff60779b83f7bf7dc8	1619http://www.calottery.com/	2015-04-15	qlv416working	2			1		1	http://www.calottery.com/	bing-ql.ysec01.ans.xml	Daily 3	6	1619	http://www.calottery.com/Play/Draw-Games/daily-3
samanthashook	98	98	607dcb13e2244d916b3353e80ae595b5	1625http://www.calottery.com/	2015-04-15	qlv416working	1			1		7	http://www.calottery.com/	v4.16.singlelayer.newf.newgbdt.xml	Winning Numbers	4	1625	http://calottery.com/win/winning-numbers
samanthashook	98	98	66b4d0da01c1a71918f1a92e1bcfdd34	1620http://www.calottery.com/	2015-04-15	qlv416working	1			1		2	http://www.calottery.com/	bing-ql.ysec01.ans.xml	Powerball	5	1620	http://www.calottery.com/play/draw-games/powerball
samanthashook	98	98	72a4fcc5fffb63823b21cd2df72ed2fa	1618http://www.calottery.com/	2015-04-15	qlv416working	2			1		0	http://www.calottery.com/	bing-ql.ysec01.ans.xml	Fantasy 5	4	1618	http://www.calottery.com/play/draw-games/fantasy-5
samanthashook	98	98	a97ba70c665677997d93ada1d6912002	1621http://www.calottery.com/	2015-04-15	qlv416working	1			1		3	http://www.calottery.com/	bing-ql.ysec01.ans.xml	Winning Numbers	2	1621	http://www.calottery.com/win/winning-numbers
samanthashook	98	98	c10d0f06a861fd443d393bea7ccdb88c	1626http://www.calottery.com/	2015-04-15	qlv416working	3	Other		1		8	http://www.calottery.com/	v4.16.singlelayer.newf.newgbdt.xml	Scratchers Games	6	1626	http://www.calottery.com/play/scratchers-games
samanthashook	98	98	ca552818f6f6848bc6091cd8ffdeb62b	1628http://www.calottery.com/	2015-04-15	qlv416working	3	Topic too specific		2		10	http://www.calottery.com/	v4.16.singlelayer.newf.newgbdt.xml	Scratchers 2nd Chance	5	1628	http://calottery.com/play/second-chance/scratchers-second-chance
samanthashook	98	98	cc909f7ba1f879c336b8ccf56b3b69c4	1629http://www.calottery.com/	2015-04-15	qlv416working	2			1		11	http://www.calottery.com/	v4.16.singlelayer.newf.newgbdt.xml	Fantasy 5	2	1629	http://calottery.com/play/draw-games/fantasy-5
samanthashook	98	98	e510a1153666b51b1358c86e9008fccc	1622http://www.calottery.com/	2015-04-15	qlv416working	2			1		4	http://www.calottery.com/	bing-ql.ysec01.ans.xml	SuperLotto Plus	1	1622	http://www.calottery.com/play/draw-games/superlotto-plus
samanthashook	113	113	66001842ce24461aad5eb44e4aa6bcff	1896http://www.patrickstewart.org/	2015-04-13	qlv416working	5	404		5		6	http://www.patrickstewart.org/	v4.16.singlelayer.newf.newgbdt.xml	Patrick Stewart Biography	2	1896	http://patrickstewart.org/psniography.asp
samanthashook	113	113	991412441b50128198a57c741d827a1c	1892http://www.patrickstewart.org/	2015-04-13	qlv416working	3	Topic too specific		2		2	http://www.patrickstewart.org/	v4.16.singlelayer.newf.newgbdt.xml	Moby Dick	3	1892	http://www.patrickstewart.org/psn/filmtitle.asp?filmid=59
samanthashook	113	113	a0e52c5f382453347ff978f5dd532729	1895http://www.patrickstewart.org/	2015-04-13	qlv416working	3	Topic too specific		3	Poor truncation	5	http://www.patrickstewart.org/	v4.16.singlelayer.newf.newgbdt.xml	Jules Verne's The ...	5	1895	http://www.patrickstewart.org/psn/filmtitle.asp?filmid=77
samanthashook	113	113	b199f169f1df2ab6577bca5050185f0f	1893http://www.patrickstewart.org/	2015-04-13	qlv416working	3	Other	homepage	3	Other	3	http://www.patrickstewart.org/	v4.16.singlelayer.newf.newgbdt.xml	Network	1	1893	http://www.patrickstewart.org/psn/default.asp
samanthashook	113	113	c3528b76c65e633140c9c6ccb39eff5b	1891http://www.patrickstewart.org/	2015-04-13	qlv416working	3	Other	main page after clicking through splash page	4	Other	1	http://www.patrickstewart.org/	bing-ql.ysec01.ans.xml	Click to Enter	1	1891	http://www.patrickstewart.org/psn/default.asp
samanthashook	113	113	c6fa7a570fef7ead037efca4a22357ad	1897http://www.patrickstewart.org/	2015-04-13	qlv416working	3	Topic too specific		3	Bad capitalization	7	http://www.patrickstewart.org/	v4.16.singlelayer.newf.newgbdt.xml	X-men	4	1897	http://www.patrickstewart.org/psn/filmtitle.asp?filmid=63
samanthashook	113	113	f4de8b8b5047f6767afd66d41e0bafb1	1890http://www.patrickstewart.org/	2015-04-13	qlv416working	3	Time-sensitive	last update in 2013	2		0	http://www.patrickstewart.org/	bing-ql.ysec01.ans.xml	PSN News Briefs	2	1890	http://patrickstewart.org/psn/newsbriefs.asp
samanthashook	113	113	fb9249208a3b67161547aec6c6b934b0	1894http://www.patrickstewart.org/	2015-04-13	qlv416working	3	Topic too specific	&quot;X-Men&quot; should be included	3	Poor truncation	4	http://www.patrickstewart.org/	v4.16.singlelayer.newf.newgbdt.xml	The Last Stand	6	1894	http://www.patrickstewart.org/psn/filmtitle.asp?filmid=75
samanthashook	149	149	1e8789e7bd470955a5895d75433b33a4	3453http://www.nbclosangeles.com/	2015-04-14	qlv416working	3	Topic too specific		3	Other	6	http://www.nbclosangeles.com/	v4.16.singlelayer.newf.newgbdt.xml	Contact-us	5	3453	http://nbclosangeles.com/contact-us
samanthashook	149	149	3501b567c17d3931b601b6bffe786b47	3455http://www.nbclosangeles.com/	2015-04-14	qlv416working	2			1		8	http://www.nbclosangeles.com/	v4.16.singlelayer.newf.newgbdt.xml	Weather	3	3455	http://nbclosangeles.com/weather
samanthashook	149	149	43f65083efc2861c9481f6fcd02cefd7	3447http://www.nbclosangeles.com/	2015-04-14	qlv416working	2			2		0	http://www.nbclosangeles.com/	bing-ql.ysec01.ans.xml	News	1	3447	http://www.nbclosangeles.com/news/
samanthashook	149	149	497e148f8eeca1b1ebe37744f4ae84e3	3454http://www.nbclosangeles.com/	2015-04-14	qlv416working	2			2		7	http://www.nbclosangeles.com/	v4.16.singlelayer.newf.newgbdt.xml	News	1	3454	http://nbclosangeles.com/news
samanthashook	149	149	5a3c5c85eb1ccef65d860b69c10363a1	3457http://www.nbclosangeles.com/	2015-04-14	qlv416working	2			2		10	http://www.nbclosangeles.com/	v4.16.singlelayer.newf.newgbdt.xml	Local	4	3457	http://nbclosangeles.com/news/local
samanthashook	149	149	668c0d8e497cf5a1c2e5e1c2f73c67bd	3452http://www.nbclosangeles.com/	2015-04-14	qlv416working	2			2		5	http://www.nbclosangeles.com/	bing-ql.ysec01.ans.xml	Local	3	3452	http://www.nbclosangeles.com/news/local/
samanthashook	149	149	6dbface0b2c240afc534ac18c78a66c7	3448http://www.nbclosangeles.com/	2015-04-14	qlv416working	3	Topic too specific		2		1	http://www.nbclosangeles.com/	bing-ql.ysec01.ans.xml	Traffic	6	3448	http://www.nbclosangeles.com/traffic/
samanthashook	149	149	872552a6f3abf96c85110089476eae5a	3456http://www.nbclosangeles.com/	2015-04-14	qlv416working	5	404		5		9	http://www.nbclosangeles.com/	v4.16.singlelayer.newf.newgbdt.xml	Breaking	2	3456	http://nbclosangeles.com/newsreaking
samanthashook	149	149	ca6bb5a9889422bdcc5a9b6f0cc4a9ae	3451http://www.nbclosangeles.com/	2015-04-14	qlv416working	2			1		4	http://www.nbclosangeles.com/	bing-ql.ysec01.ans.xml	Weather	4	3451	http://www.nbclosangeles.com/weather/
samanthashook	149	149	dd6964c7b4d311a2616bef9c09f68331	3450http://www.nbclosangeles.com/	2015-04-14	qlv416working	5	404		5		3	http://www.nbclosangeles.com/	bing-ql.ysec01.ans.xml	Breaking	2	3450	http://www.nbclosangeles.com/newsreaking/
samanthashook	149	149	f557ec146027fd9d0e5122876462b43a	3449http://www.nbclosangeles.com/	2015-04-14	qlv416working	3	Topic too specific		1		2	http://www.nbclosangeles.com/	bing-ql.ysec01.ans.xml	Contact Us	5	3449	http://www.nbclosangeles.com/contact-us/
samanthashook	153	153	079b2df3b1f4d26f210af40694bad0aa	2368http://www.rotorooter.com/	2015-04-13	qlv416working	2			1		6	http://www.rotorooter.com/	v4.16.singlelayer.newf.newgbdt.xml	Coupons	3	2368	http://www.rotorooter.com/coupons/
