a.user	a.query	a.query as query1	a.md5key	a.rawkey	date(from_unixtime(a.timestamp)) as date	a.source	a.qlvalue	a.rank	m._quicklink	m._qltitle	m._seedURL	m._control
viveca	15	15	f68be5655ca5d04d4ca2110cfba8a178	2137http://www.k12.com/careers	2014-11-26	qlrescale002	Uncertain	5	http://www.k12.com/careers	Career Opportunities	http://www.k12.com/	2137
viveca	15	15	f7ac1aa1cfb3c7e26a6075c7ac178e3d	2138http://totalviewschool.k12.com/	2014-11-26	qlrescale002	Uncertain	6	http://totalviewschool.k12.com/	K12 Login	http://www.k12.com/	2138
viveca	17	17	03d074049f0d88e16d7a83d372d1a00c	1139http://www.centerpointenergy.com/about/contact/	2014-11-26	qlrescale002	Definitely YES	3	http://www.centerpointenergy.com/about/contact/	Contact Us	http://www.centerpointenergy.com/	1139
viveca	17	17	4db9038bd5bff5e601340f8a6a1a59d1	1145http://www.centerpointenergy.com/services/naturalgas/	2014-11-26	qlrescale002	Uncertain	9	http://www.centerpointenergy.com/services/naturalgas/	Natural Gas	http://www.centerpointenergy.com/	1145
viveca	17	17	50ff24169aece5fa26fa82473dc7da6c	1142https://css.centerpointenergy.com/cnp.css/Login/Logon.aspx	2014-11-26	qlrescale002	Definitely NO	6	https://css.centerpointenergy.com/cnp.css/Login/Logon.aspx	Log On	http://www.centerpointenergy.com/	1142
viveca	17	17	5e495617225d2586c5941441bdbd1f93	1138http://www.centerpointenergy.com/paybill	2014-11-26	qlrescale002	Uncertain	2	http://www.centerpointenergy.com/paybill	paying their natural gas bill	http://www.centerpointenergy.com/	1138
viveca	17	17	60f2361478fa7482eece872a62a7eda7	1144http://gis.centerpointenergy.com/outagetracker/index.html	2014-11-26	qlrescale002	Uncertain	8	http://gis.centerpointenergy.com/outagetracker/index.html	CenterPoint Energy Outage Tracker	http://www.centerpointenergy.com/	1144
viveca	17	17	77618a4877089808f8aed999e4e48d6d	1137http://www.centerpointenergy.com/services/naturalgas/residential/	2014-11-26	qlrescale002	Uncertain	1	http://www.centerpointenergy.com/services/naturalgas/residential/	Residential	http://www.centerpointenergy.com/	1137
viveca	17	17	8196b9a9e552cda4e288424d4c822505	1143http://cnp.centerpointenergy.com/cda/print/1,3220,110256,00.html	2014-11-26	qlrescale002	Uncertain	7	http://cnp.centerpointenergy.com/cda/print/1,3220,110256,00.html	 My Account Online	http://www.centerpointenergy.com/	1143
viveca	17	17	a93f725418799173f7f3278e75e5513d	1136https://ces-online.centerpointenergy.com/	2014-11-26	qlrescale002	Uncertain	0	https://ces-online.centerpointenergy.com/	Online Account Access	http://www.centerpointenergy.com/	1136
viveca	17	17	bb6103826d682068eddf7c8a5b404ed8	1140http://www.centerpointenergy.com/careers/	2014-11-26	qlrescale002	Uncertain	4	http://www.centerpointenergy.com/careers/	Careers	http://www.centerpointenergy.com/	1140
viveca	17	17	c39e88a240b79a5c99b604c9d8f33ad2	1141http://www.centerpointenergy.com/promo/paybill	2014-11-26	qlrescale002	Uncertain	5	http://www.centerpointenergy.com/promo/paybill	Pay Bill	http://www.centerpointenergy.com/	1141
viveca	20	20	2ad31b9393688e8ba7229ba067d432bb	1792http://www.funbrain.com/math/	2014-11-26	qlrescale002	Uncertain	2	http://www.funbrain.com/math/	 Baseball Math Instructions | Algebra	http://www.funbrain.com/	1792
viveca	20	20	7f606598e589f7648261b685b64fd836	1790http://www.funbrain.com/brain/JustForFunBrain/Games/TitleHC.html?GameName=MightyGuy1&Brain=justforfun&ReturnTo=kidscenter	2014-11-26	qlrescale002	Uncertain	0	http://www.funbrain.com/brain/JustForFunBrain/Games/TitleHC.html?GameName=MightyGuy1&Brain=justforfun&ReturnTo=kidscenter	Mighty Guy	http://www.funbrain.com/	1790
viveca	20	20	b7f1386b4f193158a770aad3a0bb1658	1791http://www.funbrain.com/FBSearch.php?Grade=3	2014-11-26	qlrescale002	Uncertain	1	http://www.funbrain.com/FBSearch.php?Grade=3	3rd Grade Games For Kids	http://www.funbrain.com/	1791
viveca	30	30	12dd7fc2a262e091685068d7b44351e4	930http://www.bart.gov/stations/closest	2014-11-26	qlrescale002	Uncertain	6	http://www.bart.gov/stations/closest	Find Closest Station	http://www.bart.gov/	930
viveca	30	30	2f0b5540d5d98e44830b9225d599f8b8	927http://www.bart.gov/tickets	2014-11-26	qlrescale002	Definitely YES	3	http://www.bart.gov/tickets	Tickets / Smart Cards	http://www.bart.gov/	927
viveca	30	30	433958631667ff838a166af9ad7913cf	926http://www.bart.gov/stations/index.aspx	2014-11-26	qlrescale002	Definitely YES	2	http://www.bart.gov/stations/index.aspx	Station Locator	http://www.bart.gov/	926
viveca	30	30	4ce1ef390329b14e60b4a3a2b2282346	929http://www.bart.gov/schedules/byline	2014-11-26	qlrescale002	Uncertain	5	http://www.bart.gov/schedules/byline	Schedules By Line	http://www.bart.gov/	929
viveca	30	30	4d5aae8499a58f8a3937702064360d49	932http://www.bart.gov/stations/frmt	2014-11-26	qlrescale002	Uncertain	8	http://www.bart.gov/stations/frmt	Fremont	http://www.bart.gov/	932
viveca	30	30	6298989620a40e052109b26f3b49049b	928http://www.bart.gov/guide/parking	2014-11-26	qlrescale002	Uncertain	4	http://www.bart.gov/guide/parking	Parking	http://www.bart.gov/	928
viveca	30	30	633e89563a6ec249547e37f503295f06	925http://www.bart.gov/news/articles/2009/news20090107	2014-11-26	qlrescale002	Uncertain	1	http://www.bart.gov/news/articles/2009/news20090107	news20090107	http://www.bart.gov/	925
viveca	30	30	9531ea58314751d565573872bf793602	924https://ezrider.bart.gov/ezrider/	2014-11-26	qlrescale002	Uncertain	0	https://ezrider.bart.gov/ezrider/	ezrider	http://www.bart.gov/	924
viveca	30	30	d590740f51a8c73a1df6350d6e9ff2ae	931http://www.bart.gov/about/jobs/	2014-11-26	qlrescale002	Uncertain	7	http://www.bart.gov/about/jobs/	Jobs	http://www.bart.gov/	931
viveca	30	30	f2bf142b29ad0267e9c74f42fc2f1715	933http://www.bart.gov/stations/wcrk	2014-11-26	qlrescale002	Uncertain	9	http://www.bart.gov/stations/wcrk	Walnut Creek	http://www.bart.gov/	933
viveca	31	31	04fa646e5ea87d15cf3d51f60cfa8af6	1376http://www.csnbayarea.com/page/channel-locations-csn-bay-area	2014-11-26	qlrescale002	Uncertain	7	http://www.csnbayarea.com/page/channel-locations-csn-bay-area	Channel #s	http://www.csnbayarea.com/	1376
viveca	31	31	0dd2b12c155b586ceaa0e1a4e6b1ac26	1371http://www.csnbayarea.com/giants	2014-11-26	qlrescale002	Definitely YES	2	http://www.csnbayarea.com/giants	Giants	http://www.csnbayarea.com/	1371
viveca	31	31	0e496328e30889dabdf66e2bdc31607f	1372http://www.csnbayarea.com/49ers	2014-11-26	qlrescale002	Definitely YES	3	http://www.csnbayarea.com/49ers	49ers	http://www.csnbayarea.com/	1372
viveca	31	31	377c0fce9239aefebcad659211325c49	1378http://www.csnbayarea.com/athletics	2014-11-26	qlrescale002	Uncertain	9	http://www.csnbayarea.com/athletics	A's	http://www.csnbayarea.com/	1378
viveca	31	31	4aca13eb834359ddf5cf4143f744aa52	1370http://www.csnbayarea.com/raiders	2014-11-26	qlrescale002	Definitely YES	1	http://www.csnbayarea.com/raiders	Raiders	http://www.csnbayarea.com/	1370
viveca	31	31	61f658b156b5fe3820ebd25fd9f872ef	1373http://www.csnbayarea.com/warriors	2014-11-26	qlrescale002	Definitely YES	4	http://www.csnbayarea.com/warriors	Warriors	http://www.csnbayarea.com/	1373
viveca	31	31	6443d7a868180e37c802fc8a6cf26702	1377http://www.csnbayarea.com/blog/ray-ratto	2014-11-26	qlrescale002	Uncertain	8	http://www.csnbayarea.com/blog/ray-ratto	Ray Ratto	http://www.csnbayarea.com/	1377
viveca	31	31	68f8001dae0accb839dbf674d6c8b7cc	1374http://www.csnbayarea.com/blog/andrew-baggarly	2014-11-26	qlrescale002	Uncertain	5	http://www.csnbayarea.com/blog/andrew-baggarly	Andrew Baggarly - Giants	http://www.csnbayarea.com/	1374
viveca	31	31	9459c430b8ac1011590057c420f3533a	1369http://www.csnbayarea.com/blog/matt-maiocco	2014-11-26	qlrescale002	Uncertain	0	http://www.csnbayarea.com/blog/matt-maiocco	Matt Maiocco	http://www.csnbayarea.com/	1369
viveca	31	31	ef01639e067759e80d3ac3c5b20a2ff2	1375http://www.csnbayarea.com/sharks	2014-11-26	qlrescale002	Definitely YES	6	http://www.csnbayarea.com/sharks	Sharks	http://www.csnbayarea.com/	1375
viveca	42	42	05e067cb23e6cd319e4fe5afe2acb583	3336https://www.sunpass.com/sunPassRetailers	2014-11-26	qlrescale002	Definitely YES	9	https://www.sunpass.com/sunPassRetailers	Find a Retailer	http://www.sunpass.com/	3336
viveca	42	42	54f79c4348c585470193c75c107f02d4	3333https://www.sunpass.com/sunPassInstallation	2014-11-26	qlrescale002	Uncertain	6	https://www.sunpass.com/sunPassInstallation	SunPass Installation	http://www.sunpass.com/	3333
viveca	42	42	66b034151ffca43a7f2354318fcd0e72	3328https://www.sunpass.com/tagSwapUpgrade	2014-11-26	qlrescale002	Uncertain	1	https://www.sunpass.com/tagSwapUpgrade	SunPass Tag Swap Program	http://www.sunpass.com/	3328
viveca	42	42	9e0ca62e11e0e239e644e76b0c721eae	3334https://www.sunpass.com/accountLoginAction.action	2014-11-26	qlrescale002	Definitely NO	7	https://www.sunpass.com/accountLoginAction.action	Invalid Login	http://www.sunpass.com/	3334
viveca	42	42	b9cd504c88069f98a30cff8efbf231a1	3335https://www.sunpass.com/search	2014-11-26	qlrescale002	Uncertain	8	https://www.sunpass.com/search	Search	http://www.sunpass.com/	3335
viveca	42	42	e7587eeb8a7161e2b5f176af78722c9d	3327https://www.sunpass.com/accountLogin	2014-11-26	qlrescale002	Uncertain	0	https://www.sunpass.com/accountLogin	Account Login	http://www.sunpass.com/	3327
viveca	42	42	ef3a1361df0d24dc957bc6a0bb950b9a	3329https://www.sunpass.com/purchase	2014-11-26	qlrescale002	Definitely YES	2	https://www.sunpass.com/purchase	Purchase a SunPass	http://www.sunpass.com/	3329
viveca	42	42	f3784a292c5ccbb3d9d80431ba63d337	3331https://www.sunpass.com/violations	2014-11-26	qlrescale002	Uncertain	4	https://www.sunpass.com/violations	Violations	http://www.sunpass.com/	3331
viveca	42	42	f6e14988d128be061b69e8e609b2ce10	3332https://www.sunpass.com/listTransponders	2014-11-26	qlrescale002	Uncertain	5	https://www.sunpass.com/listTransponders	Transponders	http://www.sunpass.com/	3332
viveca	42	42	fc3c425666b64ae195a7185e60913ba3	3330https://www.sunpass.com/displayLoginUpdateAccount	2014-11-26	qlrescale002	Uncertain	3	https://www.sunpass.com/displayLoginUpdateAccount	Update Account and Pay Toll Documents	http://www.sunpass.com/	3330
viveca	49	49	47b731305778bcf693293c21b3b9d258	95https://login.flvs.net/	2014-11-26	qlrescale002	Uncertain	0	https://login.flvs.net/	Login Home	http://flvs.net/	95
viveca	49	49	5b018ca7dcc92ef227aed7884cf2fc58	100http://www.flvs.net/areas/aboutus	2014-11-26	qlrescale002	Uncertain	5	http://www.flvs.net/areas/aboutus	About Us	http://flvs.net/	100
viveca	49	49	7ef2ce42113befbfdb62cbc359681364	99http://www.flvs.net/areas/signup/Pages/SignUp-FloridaResidents.aspx	2014-11-26	qlrescale002	Uncertain	4	http://www.flvs.net/areas/signup/Pages/SignUp-FloridaResidents.aspx	Register Now	http://flvs.net/	99
viveca	49	49	93bcb5906f05bd5c8b75588202d1f68e	96https://www.flvs.net/myFLVS/help	2014-11-26	qlrescale002	Uncertain	1	https://www.flvs.net/myFLVS/help	Help Center (Technical Support)	http://flvs.net/	96
viveca	49	49	de942eccf99cae22ee9425c213ef8979	98http://www.flvs.net/areas/flvscourses/Pages/Course Catalog/CourseListing.aspx	2014-11-26	qlrescale002	Definitely YES	3	http://www.flvs.net/areas/flvscourses/Pages/Course Catalog/CourseListing.aspx	Courses: FL Students (Middle School)	http://flvs.net/	98
viveca	49	49	eef08e1c103483e58b54a19cca5f5fa5	97https://www.flvs.net/myFLVS/Pages/default.aspx	2014-11-26	qlrescale002	Uncertain	2	https://www.flvs.net/myFLVS/Pages/default.aspx	Pages	http://flvs.net/	97
viveca	60	60	02d3eb9af35b63f2fd50d9e2aa11e66b	85http://mahshahr.divar.ir/	2014-11-26	qlrescale002	NJ	7	http://mahshahr.divar.ir/	mahshahr	http://divar.ir/	85
viveca	60	60	196d4ddb01cf31f2929b0b8cf5d8749a	80http://ahvaz.divar.ir/browse/	2014-11-26	qlrescale002	NJ	2	http://ahvaz.divar.ir/browse/	n    dr hwz	http://divar.ir/	80
viveca	60	60	3ce9022ca58ddfab90e753841c1d8b85	78http://tehran.divar.ir/browse/	2014-11-26	qlrescale002	NJ	0	http://tehran.divar.ir/browse/	browse	http://divar.ir/	78
viveca	60	60	3e1986ce822b3583cc0d81d031835cfd	83http://mashhad.divar.ir/	2014-11-26	qlrescale002	NJ	5	http://mashhad.divar.ir/	mashhad	http://divar.ir/	83
viveca	60	60	76b9e1af34dad6aefa32c77255bdd6a5	84http://tehran.divar.ir/browse/real-estate/	2014-11-26	qlrescale002	NJ	6	http://tehran.divar.ir/browse/real-estate/	real estate	http://divar.ir/	84
viveca	60	60	973f355af22bd736c6480d5583025a14	81http://karaj.divar.ir/	2014-11-26	qlrescale002	NJ	3	http://karaj.divar.ir/	karaj	http://divar.ir/	81
viveca	60	60	af729bed1710e3720d9a1e6e8d8a7fdd	79http://tehran.divar.ir/	2014-11-26	qlrescale002	NJ	1	http://tehran.divar.ir/	tehran	http://divar.ir/	79
viveca	60	60	c2a5b99aaaed7fbab7b8afb236807ff0	86http://shiraz.divar.ir/	2014-11-26	qlrescale002	NJ	8	http://shiraz.divar.ir/	shiraz	http://divar.ir/	86
viveca	60	60	f1287ec7282b8f7d14c0babee95d7472	87http://rasht.divar.ir/	2014-11-26	qlrescale002	NJ	9	http://rasht.divar.ir/	n    dr rsht	http://divar.ir/	87
viveca	60	60	f75db962ac20ebf4034916219d041a13	82http://divar.ir/terms/	2014-11-26	qlrescale002	NJ	4	http://divar.ir/terms/	shryT stfdh	http://divar.ir/	82
viveca	67	67	092ab713c53dcf900ff0e4bbfda9c1f0	685http://wickedweasel.com/en/shop/knickers	2014-11-26	qlrescale002	Definitely YES	4	http://wickedweasel.com/en/shop/knickers	Knickers - Panties - Sexy Panties	http://wickedweasel.com/	685
viveca	67	67	1834a56f97264856ba81bb00832b4e42	689http://wickedweasel.com/en/shop/bikinis/by/microminimus-bottom	2014-11-26	qlrescale002	Uncertain	8	http://wickedweasel.com/en/shop/bikinis/by/microminimus-bottom	Microminimus	http://wickedweasel.com/	689
viveca	67	67	31bd78d0f7e620eccaed044291243dc9	686http://wickedweasel.com/en/contributor_galleries/2540-kristine	2014-11-26	qlrescale002	Definitely NO	5	http://wickedweasel.com/en/contributor_galleries/2540-kristine	Kristine	http://wickedweasel.com/	686
viveca	67	67	36cba26f3f28d8cd097e52fc06927e44	684http://wickedweasel.com/en/shop/bikinis/by/see-through-collections	2014-11-26	qlrescale002	Uncertain	3	http://wickedweasel.com/en/shop/bikinis/by/see-through-collections	See-through	http://wickedweasel.com/	684
viveca	67	67	3b7634742b76096bf5a670f2bda784d5	688http://wickedweasel.com/en/shop/accessories	2014-11-26	qlrescale002	Definitely YES	7	http://wickedweasel.com/en/shop/accessories	Accessories	http://wickedweasel.com/	688
viveca	67	67	4e51cfd2ae4f3cf25742fa0306784ea4	687http://wickedweasel.com/en/shop/bikinis/by/micro-bottom	2014-11-26	qlrescale002	Uncertain	6	http://wickedweasel.com/en/shop/bikinis/by/micro-bottom	Micro	http://wickedweasel.com/	687
viveca	67	67	66cbdad681dd7f0264fbfec6a948b00b	690http://wickedweasel.com/en/bikini_contest/2014	2014-11-26	qlrescale002	Uncertain	9	http://wickedweasel.com/en/bikini_contest/2014	Winners Of 2014	http://wickedweasel.com/	690
viveca	67	67	76382d1ab0deb038be5d4969c084aa50	681http://wickedweasel.com/en/bikini_comp	2014-11-26	qlrescale002	Uncertain	0	http://wickedweasel.com/en/bikini_comp	Bikini Competition	http://wickedweasel.com/	681
viveca	67	67	9dae03842256a7134f121406b02eaede	682http://wickedweasel.com/en/shop/bikinis	2014-11-26	qlrescale002	Definitely YES	1	http://wickedweasel.com/en/shop/bikinis	Bikinis - G String - Sexy Bikini	http://wickedweasel.com/	682
viveca	67	67	c7385e2f11dc59b162e0d3bae79fd747	683http://wickedweasel.com/en/models	2014-11-26	qlrescale002	Definitely YES	2	http://wickedweasel.com/en/models	Bikini Models	http://wickedweasel.com/	683
viveca	71	71	611d01638ddd5ca9f08cfd0a58dc35d4	1953http://www.hobbylobby.com/weekly/large_view.cfm	2014-11-26	qlrescale002	Definitely YES	1	http://www.hobbylobby.com/weekly/large_view.cfm	Large View : Weekly In-Store Ad	http://www.hobbylobby.com/home.cfm	1953
viveca	71	71	7a9977aef8a14e148e8a5568da69c66a	1954http://shop.hobbylobby.com/fabric-and-sewing/	2014-11-26	qlrescale002	Uncertain	2	http://shop.hobbylobby.com/fabric-and-sewing/	Fabric & Sewing	http://www.hobbylobby.com/home.cfm	1954
viveca	71	71	c7a22eab8cdd8dd523ebfe77604751fe	1952http://www.hobbylobby.com/emailCouponLanding/	2014-11-26	qlrescale002	Definitely YES	0	http://www.hobbylobby.com/emailCouponLanding/	emailCouponLanding	http://www.hobbylobby.com/home.cfm	1952
viveca	79	79	1c3596b94b2f66376bf13d1d1a3f15dd	554http://schools.nyc.gov/NR/rdonlyres/EDDB658C-BE7F-4314-85C0-03F5A00B8A0B/0/salary.pdf	2014-11-26	qlrescale002	Uncertain	5	http://schools.nyc.gov/NR/rdonlyres/EDDB658C-BE7F-4314-85C0-03F5A00B8A0B/0/salary.pdf	salary	http://schools.nyc.gov/	554
viveca	79	79	417ea422d113f0e258f4e2a2e6a870a6	555http://schools.nyc.gov/Careers/default.htm	2014-11-26	qlrescale002	Uncertain	6	http://schools.nyc.gov/Careers/default.htm	Education Education	http://schools.nyc.gov/	555
viveca	79	79	57f86886e5235e5b2fcf41ef70129416	553http://schools.nyc.gov/Calendar/	2014-11-26	qlrescale002	Definitely YES	4	http://schools.nyc.gov/Calendar/	Calendar	http://schools.nyc.gov/	553
viveca	79	79	59606449c7327622ec2b93a644171800	557http://schools.nyc.gov/Academics/GiftedandTalented/default.htm	2014-11-26	qlrescale002	Uncertain	8	http://schools.nyc.gov/Academics/GiftedandTalented/default.htm	Gifted and Talented	http://schools.nyc.gov/	557
viveca	79	79	851df76c821920ee2192fd68d8751cdc	550http://schools.nyc.gov/DOELogin/	2014-11-26	qlrescale002	Uncertain	1	http://schools.nyc.gov/DOELogin/	DOE login	http://schools.nyc.gov/	550
viveca	79	79	97333cd0d5cda9e8206ded8543a54571	558http://schools.nyc.gov/Accountability/default.htm	2014-11-26	qlrescale002	Uncertain	9	http://schools.nyc.gov/Accountability/default.htm	Performance & Accountability	http://schools.nyc.gov/	558
viveca	79	79	aadb5b249047a77df071643b4de17a1f	549http://schools.nyc.gov/Teachers/default.htm	2014-11-26	qlrescale002	Definitely YES	0	http://schools.nyc.gov/Teachers/default.htm	Teachers	http://schools.nyc.gov/	549
viveca	79	79	aef4b683a1ec8f3e472c06e10914e80a	552http://schools.nyc.gov/Calendar/2013-2014 School Year Calendars.htm	2014-11-26	qlrescale002	Definitely YES	3	http://schools.nyc.gov/Calendar/2013-2014 School Year Calendars.htm	2013-2014 School Year Calendars	http://schools.nyc.gov/	552
viveca	79	79	da977314b82010e75510b5e2e520bc12	551http://schools.nyc.gov/TeachNYC/default.htm	2014-11-26	qlrescale002	Uncertain	2	http://schools.nyc.gov/TeachNYC/default.htm	TeachNYC	http://schools.nyc.gov/	551
viveca	79	79	de5008508436a582caede9b3c55abe46	556http://schools.nyc.gov/Offices/DHR/default.htm	2014-11-26	qlrescale002	Uncertain	7	http://schools.nyc.gov/Offices/DHR/default.htm	General DHR web site	http://schools.nyc.gov/	556
viveca	100	100	1a328ace9a6594caa3bc45a0c4c22861	979http://www.biblegateway.com/passage/?search=Galatians 5:22-23&version=NIV	2014-11-26	qlrescale002	Uncertain	5	http://www.biblegateway.com/passage/?search=Galatians 5:22-23&version=NIV	Galatians 5:22-23 NIV - But the fruit of the Spirit is love	http://www.biblegateway.com/	979
viveca	100	100	23ecdad26467f5dc363dd749f3c01bf7	981http://www.biblegateway.com/passage/?search=Ephesians 6:10-18&version=NIV	2014-11-26	qlrescale002	Uncertain	7	http://www.biblegateway.com/passage/?search=Ephesians 6:10-18&version=NIV	Ephesians 6:10-18	http://www.biblegateway.com/	981
viveca	100	100	330f25366887425c6501159c68e1e678	980http://www.biblegateway.com/passage/?search=Psalm 1&version=NIV	2014-11-26	qlrescale002	Uncertain	6	http://www.biblegateway.com/passage/?search=Psalm 1&version=NIV	Psalm 1 NIV - BOOK I Psalms 1-41 - Blessed is the	http://www.biblegateway.com/	980
viveca	100	100	529949eae6f3e2a01db48cf4a9e62cf8	983http://www.biblegateway.com/passage/?search=Philippians 4:13&version=NKJV	2014-11-26	qlrescale002	Uncertain	9	http://www.biblegateway.com/passage/?search=Philippians 4:13&version=NKJV	13 NKJV - I can do all things through Christ who	http://www.biblegateway.com/	983
viveca	100	100	7cc360a4b292a0f78f66ec4316bdbf03	976http://www.biblegateway.com/passage/?search=Psalm 23&version=KJV	2014-11-26	qlrescale002	Uncertain	2	http://www.biblegateway.com/passage/?search=Psalm 23&version=KJV	Psalm 23 KJV - The LORD is my shepherd; I shall not	http://www.biblegateway.com/	976
viveca	100	100	82895bafd849cd01e1cd2d20d9de3693	977http://www.biblegateway.com/passage/?search=Proverbs 3:5-6&version=NIV	2014-11-26	qlrescale002	Uncertain	3	http://www.biblegateway.com/passage/?search=Proverbs 3:5-6&version=NIV	Proverbs 3:5-6 NIV - Trust in the LORD with all your heart	http://www.biblegateway.com/	977
viveca	100	100	a6e39139f33c810aed2736e0509555ad	978http://www.biblegateway.com/passage/?search=Psalm 91&version=KJV	2014-11-26	qlrescale002	Uncertain	4	http://www.biblegateway.com/passage/?search=Psalm 91&version=KJV	Psalm 91 KJV - He that dwelleth in the secret place of	http://www.biblegateway.com/	978
viveca	100	100	a838ce131e3a813ed383c63c14629b5f	975http://www.biblegateway.com/passage/?search=James 1&version=NIV	2014-11-26	qlrescale002	Uncertain	1	http://www.biblegateway.com/passage/?search=James 1&version=NIV	Listening and Doing (James 1)	http://www.biblegateway.com/	975
viveca	100	100	c682222427ff987a8e9d05498d17f2eb	974http://www.biblegateway.com/passage/?search=Psalm 91&version=NIV	2014-11-26	qlrescale002	Uncertain	0	http://www.biblegateway.com/passage/?search=Psalm 91&version=NIV	Psalm 91	http://www.biblegateway.com/	974
viveca	100	100	eee0fccb93bae09b93226d9c52377fb0	982http://www.biblegateway.com/passage/?search=Jeremiah 29:11&version=NIV	2014-11-26	qlrescale002	Uncertain	8	http://www.biblegateway.com/passage/?search=Jeremiah 29:11&version=NIV	11 NIV - For I know the plans I have for you	http://www.biblegateway.com/	982
viveca	104	104	08dc40537946e9f346ba94729cc4ac3c	2883http://www.pillsbury.com/recipes/chicken-pot-pie-with-biscuits/1c5872c4-feb3-416d-8917-22aebe2def1e	2014-11-26	qlrescale002	Uncertain	9	http://www.pillsbury.com/recipes/chicken-pot-pie-with-biscuits/1c5872c4-feb3-416d-8917-22aebe2def1e	1c5872c4 feb3 416d 8917 22aebe2def1e	http://www.pillsbury.com/	2883
viveca	104	104	1d7dc99fe5727f3b6570eb06c1b3f800	2877http://www.pillsbury.com/recipes/ingredient/crescent-rolls	2014-11-26	qlrescale002	Uncertain	3	http://www.pillsbury.com/recipes/ingredient/crescent-rolls	Crescent Recipes from Pillsbury.com	http://www.pillsbury.com/	2877
viveca	104	104	238f50b57d11b137e0e76b7fc32fdea1	2881http://www.pillsbury.com/our-makers/bake-off-contest	2014-11-26	qlrescale002	Uncertain	7	http://www.pillsbury.com/our-makers/bake-off-contest	47th Bake-Off(r) Contest	http://www.pillsbury.com/	2881
viveca	104	104	4e905ad977457ab1d6e9d8feb38d6438	2874http://www.pillsbury.com/recipes	2014-11-26	qlrescale002	Definitely YES	0	http://www.pillsbury.com/recipes	Easy Recipes	http://www.pillsbury.com/	2874
viveca	104	104	65538465fb215f2be027be286c9929f2	2880http://www.pillsbury.com/recipes/mini-crescent-dogs/e8abc84e-8a0e-42d6-ae7e-23b677a161ac	2014-11-26	qlrescale002	Uncertain	6	http://www.pillsbury.com/recipes/mini-crescent-dogs/e8abc84e-8a0e-42d6-ae7e-23b677a161ac	Mini Crescent Dogs Mini Crescent Dogs	http://www.pillsbury.com/	2880
viveca	104	104	6f70a4b0fceb9107465ab54d7b508108	2876http://www.pillsbury.com/products/biscuits/	2014-11-26	qlrescale002	Uncertain	2	http://www.pillsbury.com/products/biscuits/	Pillsbury(r) Biscuits from Pillsbury.com	http://www.pillsbury.com/	2876
viveca	104	104	98bc0ff10894c5dcd2a9d2e0e2178ad4	2875http://www.pillsbury.com/products/crescents	2014-11-26	qlrescale002	Uncertain	1	http://www.pillsbury.com/products/crescents	Crescents	http://www.pillsbury.com/	2875
