a.user	a.query	a.query as query1	a.md5key	a.rawkey	date(from_unixtime(a.timestamp)) as date	a.source	a.Judgments	a.comment	a.rank	m._Q1	m._Sno	m._Q2	b.data
wilfred	1121	1121	f106b7f99d2cb30c3db1c3cc0fde9ccb	1961	2015-09-24	QueryPair2K0917	Good		0	hotel macon	1961	cheap hotel macon	hotel macon
wilfred	1139	1139	3b3dbaf68507998acd6a5a5254ab2d76	865	2015-09-23	QueryPair2K0917	Fair		0	hotels on virginia.beach	865	country inn suites virginia beach hotel	hotels on virginia.beach
wilfred	1157	1157	1c54985e4f95b7819ca0357c0cb9a09f	1636	2015-09-24	QueryPair2K0917	Fair		0	hotels in south beach ocean drive	1636	cheap hotels in miami beach	hotels in south beach ocean drive
wilfred	1175	1175	f4be00279ee2e0a53eafdaa94a151e2c	528	2015-09-24	QueryPair2K0917	Good		0	hotels in port of spain	528	hotel port of spain	hotels in port of spain
wilfred	1188	1188	2f37d10131f2a483a8dd005b3d14b0d9	658	2015-09-24	QueryPair2K0917	Good		0	cheap flights to panama city beach	658	panama city beach flight	cheap flights to panama city beach
wilfred	1191	1191	0a1bf96b7165e962e90cb14648c9462d	1455	2015-09-24	QueryPair2K0917	Good		0	hotels in carthage	1455	luxury hotels in carthage	hotels in carthage
wilfred	1215	1215	7a53928fa4dd31e82c6ef826f341daec	800	2015-09-25	QueryPair2K0917	Good		0	hotel downtown austin tx	800	austin tx hotels	hotel downtown austin tx
wilfred	122	122	5103c3584b063c431bd1268e9b5e76fb	1926	2015-09-24	QueryPair2K0917	Good		0	beach hotels in holmes beach fl	1926	hotels in holmes beach fl	beach hotels in holmes beach fl
wilfred	1224	1224	4f4adcbf8c6f66dcfc8a3282ac2bf10a	404	2015-09-24	QueryPair2K0917	Fair		0	cheapest airfare to australia	404	australia airfare	cheapest airfare to australia
wilfred	1240	1240	8a146f1a3da4700cbf03cdc55e2daae6	1488	2015-09-23	QueryPair2K0917	Fair		0	hotels an the las vegas strip	1488	hotel las vegas nevada	hotels an the las vegas strip
wilfred	1255	1255	f91e24dfe80012e2a7984afa4480a6d6	1273	2015-09-24	QueryPair2K0917	Good		0	hotels near seacrets in ocean city md	1273	oceancity maryland hotels	hotels near seacrets in ocean city md
wilfred	1270	1270	109d2dd3608f669ca17920c511c2a41e	1528	2015-09-24	QueryPair2K0917	Fair		0	extended stay hotels in clearwater beach	1528	hotels clearwater beach	extended stay hotels in clearwater beach
wilfred	1283	1283	7cce53cf90577442771720a370c3c723	1048	2015-09-23	QueryPair2K0917	Good		0	hotels in lakeland	1048	lakeland hotel	hotels in lakeland
wilfred	13	13	ab541d874c7bc19ab77642849e02b89f	1482	2015-09-23	QueryPair2K0917	Fair		0	hotels near riverwalk in san antonio tx	1482	sea world san antonio hotels	hotels near riverwalk in san antonio tx
wilfred	1302	1302	fd2c5e4680d9a01dba3aada5ece22270	1135	2015-09-23	QueryPair2K0917	Excellent		0	cheap hotels daytona beach	1135	cheap hotels in daytona beach	cheap hotels daytona beach
wilfred	1306	1306	a67f096809415ca1c9f112d96d27689b	858	2015-09-24	QueryPair2K0917	Fair		0	resort destin florida	858	luxury destin florida resorts	resort destin florida
wilfred	1309	1309	b6f0479ae87d244975439c6124592772	420	2015-09-23	QueryPair2K0917	Good		0	cheap cruises in europe	420	europe cheap cruise	cheap cruises in europe
wilfred	1316	1316	b495ce63ede0f4efc9eec62cb947c162	1253	2015-09-23	QueryPair2K0917	Good		0	hotels on navarre florida	1253	navarre florida hotel	hotels on navarre florida
wilfred	1318	1318	dfce06801e1a85d6d06f1fdd4475dacd	1835	2015-09-23	QueryPair2K0917	Fair		0	rental car airport boston	1835	boston rental cars	rental car airport boston
wilfred	1325	1325	5f0f5e5f33945135b874349cfbed4fb9	745	2015-09-23	QueryPair2K0917	Fair		0	the best hotels in new york	745	london hotel new york	the best hotels in new york
wilfred	1350	1350	bea5955b308361a1b07bc55042e25e54	924	2015-09-23	QueryPair2K0917	Good		0	hotel.in baglioni londres	924	hotel baglioni londres	hotel.in baglioni londres
wilfred	1354	1354	168908dd3227b8358eababa07fcaf091	956	2015-09-23	QueryPair2K0917	Fair		0	all inclusive resorts in oahu hawaii	956	hawaii all inclusive resort	all inclusive resorts in oahu hawaii
wilfred	1382	1382	24146db4eb48c718b84cae0a0799dcfc	1026	2015-09-23	QueryPair2K0917	Fair		0	luxury hotels in loreto	1026	loreto hotels	luxury hotels in loreto
wilfred	1386	1386	65658fde58ab3c2b6e5132a39fae7cb9	536	2015-09-23	QueryPair2K0917	Excellent		0	things.to.do.in sitges	536	things to do in sitges	things.to.do.in sitges
wilfred	1396	1396	42e7aaa88b48137a16a1acd04ed91125	415	2015-09-23	QueryPair2K0917	Good		0	flights anchorage	415	nonstop flights to anchorage	flights anchorage
wilfred	1438	1438	a223c6b3710f85df22e9377d6c4f7553	1367	2015-09-24	QueryPair2K0917	Good		0	hotels near union station dc	1367	washington union station hotels	hotels near union station dc
wilfred	145	145	59f51fd6937412b7e56ded1ea2470c25	1413	2015-09-24	QueryPair2K0917	Fair		0	hotels in beach in disney	1413	disney hotels in california	hotels in beach in disney
wilfred	1459	1459	4daa3db355ef2b0e64b472968cb70f0d	934	2015-09-23	QueryPair2K0917	Fair		0	hotels near spring texas	934	south padre islands hotels	hotels near spring texas
wilfred	1466	1466	dfd7468ac613286cdbb40872c8ef3b06	1315	2015-09-23	QueryPair2K0917	Fair		0	tripadvisor cabo san lucas	1315	cabo san lucas trip	tripadvisor cabo san lucas
wilfred	1473	1473	1ff1de774005f8da13f42943881c655f	24	2015-09-23	QueryPair2K0917	Good		0	flights to caribbean caribbean	24	cheapest flights to caribbean	flights to caribbean caribbean
wilfred	1480	1480	c51ce410c124a10e0db5e4b97fc2af39	13	2015-09-23	QueryPair2K0917	Good		0	flights to warsaw	13	cheap flights to warsaw	flights to warsaw
wilfred	1497	1497	33ebd5b07dc7e407752fe773eed20635	1341	2015-09-23	QueryPair2K0917	Excellent		0	resorts at sandestin fl	1341	sandestin fl resorts	resorts at sandestin fl
wilfred	151	151	17ed8abedc255908be746d245e50263a	1762	2015-09-23	QueryPair2K0917	Good		0	hotels in dahlonega ga	1762	best hotels in dahlonega ga	hotels in dahlonega ga
wilfred	153	153	0f3d014eead934bbdbacb62a01dc4831	1512	2015-09-23	QueryPair2K0917	Good		0	hotel in singapore	1512	budget hotel in singapore	hotel in singapore
wilfred	1534	1534	be83ab3ecd0db773eb2dc1b0a17836a1	232	2015-09-24	QueryPair2K0917	Fair		0	cruise norway	232	cruises from norway	cruise norway
wilfred	154	154	918317b57931b6b7a7d29490fe5ec9f9	287	2015-09-23	QueryPair2K0917	Good		0	cheap hotels in waikoloa	287	waikoloa hotel	cheap hotels in waikoloa
wilfred	1540	1540	84117275be999ff55a987b9381e01f96	665	2015-09-23	QueryPair2K0917	Fair		0	hotels by port tampa	665	westin tampa harbour island hotel	hotels by port tampa
wilfred	1562	1562	41ae36ecb9b3eee609d05b90c14222fb	417	2015-09-23	QueryPair2K0917	Good		0	car rentals anaheim california	417	cheap car rentals in anaheim california	car rentals anaheim california
wilfred	1596	1596	1e056d2b0ebd5c878c550da6ac5d3724	918	2015-09-23	QueryPair2K0917	Excellent		0	flights.to roatan	918	flights to roatan	flights.to roatan
wilfred	1599	1599	4c27cea8526af8cfee3be5e183ac9605	638	2015-09-23	QueryPair2K0917	Good		0	hotel vegas	638	cheap vegas hotel	hotel vegas
wilfred	1613	1613	059fdcd96baeb75112f09fa1dcc740cc	1895	2015-09-24	QueryPair2K0917	Good		0	hotels near concord new hampshire	1895	hotels concord new hampshire	hotels near concord new hampshire
wilfred	1627	1627	9683cc5f89562ea48e72bb321d9f03fb	1363	2015-09-23	QueryPair2K0917	Good		0	5 star hotels in concord ca	1363	hotels concord ca	5 star hotels in concord ca
wilfred	1631	1631	a96b65a721e561e1e3de768ac819ffbb	409	2015-09-23	QueryPair2K0917	Excellent		0	motels in mississauga	409	motel mississauga	motels in mississauga
wilfred	1633	1633	bf8229696f7a3bb4700cfddef19fa23f	174	2015-09-24	QueryPair2K0917	Fair		0	best cruise deals in galveston	174	carnival galveston texas cruise	best cruise deals in galveston
wilfred	1645	1645	286674e3082feb7e5afb92777e48821f	1297	2015-09-24	QueryPair2K0917	Fair		0	hotels at smyrna	1297	new smyrna hotels	hotels at smyrna
wilfred	168	168	b7892fb3c2f009c65f686f6355c895b5	937	2015-09-24	QueryPair2K0917	Good		0	hotels around charleston beach	937	charleston beach hotels	hotels around charleston beach
wilfred	1681	1681	01d8bae291b1e4724443375634ccfa0e	1457	2015-09-23	QueryPair2K0917	Good		0	top hotels in kahului maui	1457	kahului maui hotel	top hotels in kahului maui
wilfred	1687	1687	81dc9bdb52d04dc20036dbd8313ed055	1234	2015-09-23	QueryPair2K0917	Excellent		0	hotels in sarasota florida beach	1234	hotels sarasota florida beach	hotels in sarasota florida beach
wilfred	17	17	443cb001c138b2561a0d90720d6ce111	648	2015-09-24	QueryPair2K0917	Fair		0	hotels on	648	hotels on beach in san diego	hotels on
wilfred	1704	1704	b265ce60fe4c5384e622b09eb829b8df	1445	2015-09-23	QueryPair2K0917	Fair		0	hotel rooms washington dc	1445	westin washington dc hotel	hotel rooms washington dc
wilfred	1710	1710	a5e0ff62be0b08456fc7f1e88812af3d	1098	2015-09-24	QueryPair2K0917	Fair		0	cruise deals miami bahamas	1098	miami cruise bahamas	cruise deals miami bahamas
wilfred	1723	1723	160c88652d47d0be60bfbfed25111412	1190	2015-09-24	QueryPair2K0917	Fair		0	hotels in near airport tampa	1190	hotels in tampa	hotels in near airport tampa
wilfred	1724	1724	f9be311e65d81a9ad8150a60844bb94c	1321	2015-09-23	QueryPair2K0917	Good		0	hotels in portsmouth nh	1321	cheap hotels in portsmouth nh	hotels in portsmouth nh
wilfred	1739	1739	c44799b04a1c72e3c8593a53e8000c78	1913	2015-09-24	QueryPair2K0917	Good		0	cheap flights to san antonio	1913	san antonio cheap flights	cheap flights to san antonio
wilfred	1749	1749	3fab5890d8113d0b5a4178201dc842ad	1803	2015-09-23	QueryPair2K0917	Good		0	condo rentals for destin	1803	condo destin	condo rentals for destin
wilfred	1761	1761	411ae1bf081d1674ca6091f8c59a266f	1430	2015-09-23	QueryPair2K0917	Fair		0	cheap cruises in california	1430	california cruise	cheap cruises in california
wilfred	1801	1801	e00406144c1e7e35240afed70f34166a	1269	2015-09-23	QueryPair2K0917	Good		0	cheap flights sacramento california	1269	cheap flights to sacramento california	cheap flights sacramento california
wilfred	1803	1803	db8e1af0cb3aca1ae2d0018624204529	276	2015-09-23	QueryPair2K0917	Fair		0	famous hotels in las vegas	276	las vegas boulevard hotels	famous hotels in las vegas
wilfred	1811	1811	5c936263f3428a40227908d5a3847c0b	962	2015-09-24	QueryPair2K0917	Fair		0	hotel tunica	962	cheap hotels tunica	hotel tunica
wilfred	1814	1814	0f49c89d1e7298bb9930789c8ed59d48	283	2015-09-23	QueryPair2K0917	Excellent		0	hotels by fort lauderdale fl	283	hotel fort lauderdale fl	hotels by fort lauderdale fl
wilfred	1815	1815	13fe9d84310e77f13a6d184dbf1232f3	224	2015-09-24	QueryPair2K0917	Fair		0	hotel venice	224	venice hotel deals	hotel venice
wilfred	1817	1817	7750ca3559e5b8e1f44210283368fc16	616	2015-09-24	QueryPair2K0917	Fair		0	resorts with myrtle beach	616	boardwalk resorts	resorts with myrtle beach
wilfred	1822	1822	ae5e3ce40e0404a45ecacaaf05e5f735	1197	2015-09-23	QueryPair2K0917	Fair		0	oceanfront hotels in sarasota	1197	hotel sarasota	oceanfront hotels in sarasota
wilfred	1844	1844	3d8e28caf901313a554cebc7d32e67e5	843	2015-09-23	QueryPair2K0917	Good		1	flights uk	843	cheap flights to uk	flights uk
wilfred	1844	1844	da4fb5c6e93e74d3df8527599fa62642	120	2015-09-23	QueryPair2K0917	Good		0	flights uk	120	discount flights to uk	flights uk
wilfred	1859	1859	c32d9bf27a3da7ec8163957080c8628e	979	2015-09-23	QueryPair2K0917	Good		0	flights orlando	979	cheap flights to orlando	flights orlando
wilfred	1860	1860	29921001f2f04bd3baee84a12e98098f	1558	2015-09-24	QueryPair2K0917	Good		0	hotels in oxford	1558	oxford hotels	hotels in oxford
wilfred	1862	1862	43fa7f58b7eac7ac872209342e62e8f1	816	2015-09-23	QueryPair2K0917	Good		0	cheapest hotels in yulee florida	816	hotels in yulee florida	cheapest hotels in yulee florida
wilfred	1869	1869	39e4973ba3321b80f37d9b55f63ed8b8	1248	2015-09-24	QueryPair2K0917	Good		0	non stop flights to new orleans louisiana	1248	new orleans louisiana flight	non stop flights to new orleans louisiana
wilfred	1875	1875	9d7311ba459f9e45ed746755a32dcd11	1988	2015-09-23	QueryPair2K0917	Excellent		0	flights portugal	1988	flights to portugal	flights portugal
wilfred	1889	1889	537d9b6c927223c796cac288cced29df	1040	2015-09-24	QueryPair2K0917	Excellent		0	hotels in homestead afb	1040	homestead afb hotels	hotels in homestead afb
wilfred	1896	1896	cc1aa436277138f61cda703991069eaf	977	2015-09-23	QueryPair2K0917	Good		0	luxury hotels georgetown	977	hotel georgetown	luxury hotels georgetown
wilfred	1905	1905	28267ab848bcf807b2ed53c3a8f8fc8a	799	2015-09-23	QueryPair2K0917	Good		0	in hotels albany ga	799	cheap hotels in albany ga	in hotels albany ga
wilfred	191	191	b51a15f382ac914391a58850ab343b00	1267	2015-09-23	QueryPair2K0917	Good		0	hotels greenwich	1267	discount greenwich hotels	hotels greenwich
wilfred	1913	1913	0eec27c419d0fe24e53c90338cdc8bc6	1117	2015-09-24	QueryPair2K0917	Good		0	airfares to hyderabad	1117	hyderabad airfare	airfares to hyderabad
wilfred	1915	1915	512c5cad6c37edb98ae91c8a76c3a291	1410	2015-09-23	QueryPair2K0917	Fair		0	hotel of boston	1410	embassy boston hotel	hotel of boston
wilfred	1917	1917	acc3e0404646c57502b480dc052c4fe1	593	2015-09-24	QueryPair2K0917	Fair		0	cheap hotels galveston	593	doubletree galveston beach hotel	cheap hotels galveston
wilfred	193	193	92fb0c6d1758261f10d052e6e2c1123c	851	2015-09-24	QueryPair2K0917	Excellent		0	resorts.in guadalajara	851	guadalajara resorts	resorts.in guadalajara
wilfred	1946	1946	e4dd5528f7596dcdf871aa55cfccc53c	1959	2015-09-24	QueryPair2K0917	Good		0	hotels shawnee	1959	discount hotels shawnee	hotels shawnee
wilfred	1948	1948	b1eec33c726a60554bc78518d5f9b32c	702	2015-09-23	QueryPair2K0917	Excellent		0	rental cars in daytona beach fl	702	daytona beach fl rental car	rental cars in daytona beach fl
wilfred	1961	1961	dc40b7120e77741d191c0d2b82cea7be	1802	2015-09-24	QueryPair2K0917	Fair		0	hotel mykonos	1802	top hotel in mykonos	hotel mykonos
wilfred	1974	1974	e96ed478dab8595a7dbda4cbcbee168f	218	2015-09-23	QueryPair2K0917	Good		0	cruises mexico	218	discount cruises mexico	cruises mexico
wilfred	216	216	8f85517967795eeef66c225f7883bdcb	178	2015-09-24	QueryPair2K0917	Fair		0	all inclusive resorts in avon colorado	178	avon colorado resorts	all inclusive resorts in avon colorado
wilfred	229	229	90e1357833654983612fb05e3ec9148c	1804	2015-09-24	QueryPair2K0917	Fair		0	hotels motels seaside	1804	hotel seaside	hotels motels seaside
wilfred	230	230	bf201d5407a6509fa536afc4b380577e	1791	2015-09-24	QueryPair2K0917	Excellent		0	car rental stamford connecticut	1791	car rental in stamford connecticut	car rental stamford connecticut
wilfred	237	237	74bba22728b6185eec06286af6bec36d	938	2015-09-23	QueryPair2K0917	Good		0	hotels niagara falls	938	cheap hotels in niagara falls	hotels niagara falls
wilfred	237	237	e5b294b70c9647dcf804d7baa1903918	1927	2015-09-23	QueryPair2K0917	Excellent		1	hotels niagara falls	1927	niagara falls hotel	hotels niagara falls
wilfred	24	24	3636638817772e42b59d74cff571fbb3	169	2015-09-24	QueryPair2K0917	Fair		0	rentals virginia beach virginia	169	condo rentals in virginia beach virginia	rentals virginia beach virginia
wilfred	248	248	fc4ddc15f9f4b4b06ef7844d6bb53abf	1902	2015-09-24	QueryPair2K0917	Good		0	hotels near to coronado	1902	coronado hotels	hotels near to coronado
wilfred	263	263	f340f1b1f65b6df5b5e3f94d95b11daf	241	2015-09-23	QueryPair2K0917	Good		0	hotel or salem massachusetts	241	hotels in salem massachusetts	hotel or salem massachusetts
wilfred	270	270	70feb62b69f16e0238f741fab228fec2	1375	2015-09-23	QueryPair2K0917	Good		0	resorts to monterrey mexico	1375	monterrey mexico resorts	resorts to monterrey mexico
wilfred	280	280	daca41214b39c5dc66674d09081940f0	588	2015-09-23	QueryPair2K0917	Fair		0	hotels in nm	588	mora nm hotels	hotels in nm
wilfred	294	294	bd686fd640be98efaae0091fa301e613	193	2015-09-24	QueryPair2K0917	Good		0	cheap vacation orlando fl	193	orlando fl vacation	cheap vacation orlando fl
wilfred	3	3	b3b4d2dbedc99fe843fd3dedb02f086f	1981	2015-09-24	QueryPair2K0917	Good		0	hotels from belltown seattle wa	1981	hotel belltown seattle wa	hotels from belltown seattle wa
wilfred	347	347	e555ebe0ce426f7f9b2bef0706315e0c	692	2015-09-24	QueryPair2K0917	Fair		0	family hotels in del mar	692	hotels del mar	family hotels in del mar
wilfred	358	358	076023edc9187cf1ac1f1163470e479a	1583	2015-09-24	QueryPair2K0917	Excellent		0	hotels in lenox massachusetts	1583	hotels lenox massachusetts	hotels in lenox massachusetts
wilfred	359	359	3de2334a314a7a72721f1f74a6cb4cee	1405	2015-09-23	QueryPair2K0917	Fair		0	cruise la to hawaii san diego	1405	san diego cruise	cruise la to hawaii san diego
wilfred	381	381	e8d92f99edd25e2cef48eca48320a1a5	1665	2015-09-23	QueryPair2K0917	Fair		0	hotels in kodak	1665	days inn hotel kodak	hotels in kodak
wilfred	392	392	c1fea270c48e8079d8ddf7d06d26ab52	1645	2015-09-24	QueryPair2K0917	Excellent		0	hotels acworth	1645	hotels in acworth	hotels acworth
wilfred	393	393	83cdcec08fbf90370fcf53bdd56604ff	1478	2015-09-23	QueryPair2K0917	Good		0	cheap hotels sonoma ca	1478	sonoma ca hotel	cheap hotels sonoma ca
wilfred	412	412	92c8c96e4c37100777c7190b76d28233	280	2015-09-23	QueryPair2K0917	Good		0	cheap vacations to solvang	280	solvang vacation	cheap vacations to solvang
wilfred	42	42	b9141aff1412dc76340b3822d9ea6c72	1043	2015-09-24	QueryPair2K0917	Good		0	motels in warrenton tx	1043	cheap motels in warrenton tx	motels in warrenton tx
wilfred	422	422	50905d7b2216bfeccb5b41016357176b	1314	2015-09-23	QueryPair2K0917	Excellent		0	hotel la rochelle	1314	hotel in la rochelle	hotel la rochelle
wilfred	434	434	571e0f7e2d992e738adff8b1bd43a521	1132	2015-09-23	QueryPair2K0917	Good		0	hotels hong kong	1132	best hong kong hotels	hotels hong kong
wilfred	435	435	55b1927fdafef39c48e5b73b5d61ea60	1153	2015-09-24	QueryPair2K0917	Good		0	hotels inns healdsburg	1153	hotels healdsburg	hotels inns healdsburg
wilfred	438	438	299a23a2291e2126b91d54f3601ec162	1060	2015-09-24	QueryPair2K0917	Good		0	hotels south beach	1060	cheap hotels in south beach	hotels south beach
wilfred	452	452	afdec7005cc9f14302cd0474fd0f3c96	1031	2015-09-23	QueryPair2K0917	Excellent		0	hotels on sf	1031	sf hotels	hotels on sf
wilfred	48	48	f4552671f8909587cf485ea990207f3b	847	2015-09-24	QueryPair2K0917	Fair		0	all inclusive vacations in the florida	847	big pine key florida vacation	all inclusive vacations in the florida
wilfred	483	483	f457c545a9ded88f18ecee47145a72c0	49	2015-09-23	QueryPair2K0917	Excellent		0	best places to stay at san diego	49	best places to stay san diego	best places to stay at san diego
wilfred	500	500	cfecdb276f634854f3ef915e2e980c31	190	2015-09-24	QueryPair2K0917	Good		0	hotel essex	190	cheap essex hotels	hotel essex
wilfred	502	502	8c249675aea6c3cbd91661bbae767ff1	1986	2015-09-24	QueryPair2K0917	Good		0	bermuda cruise bermuda	1986	cruises cheap bermuda	bermuda cruise bermuda
wilfred	522	522	a51c896c9cb81ecb5a199d51ac9fc3c5	1712	2015-09-23	QueryPair2K0917	Good		0	the best hotels in waikiki hawaii	1712	hotel waikiki hawaii	the best hotels in waikiki hawaii
wilfred	53	53	9c838d2e45b2ad1094d42f4ef36764f6	291	2015-09-23	QueryPair2K0917	Fair		0	motels in grand dorks grand forks	291	grand forks motel	motels in grand dorks grand forks
wilfred	532	532	3def184ad8f4755ff269862ea77393dd	125	2015-09-24	QueryPair2K0917	Fair		0	hotels near universal dade city	125	hotels dade city	hotels near universal dade city
wilfred	561	561	208e43f0e45c4c78cafadb83d2888cb6	1143	2015-09-23	QueryPair2K0917	Fair		0	hotels in keys bonifay fl	1143	bonifay fl hotels	hotels in keys bonifay fl
wilfred	58	58	4f87658ef0de194413056248a00ce009	1340	2015-09-24	QueryPair2K0917	Bad	different points of interests	0	hotels near the cow palace san francisco	1340	hotels near sfo	hotels near the cow palace san francisco
wilfred	586	586	801c14f07f9724229175b8ef8b4585a8	1137	2015-09-23	QueryPair2K0917	Fair		0	5 star hotels manhattan	1137	affinia gardens nyc hotel	5 star hotels manhattan
wilfred	60	60	432aca3a1e345e339f35a30c8f65edce	318	2015-09-23	QueryPair2K0917	Good		0	cruise to florida	318	cheap cruise to florida	cruise to florida
wilfred	612	612	158f3069a435b314a80bdcb024f8e422	313	2015-09-24	QueryPair2K0917	Fair		0	best hotel in tavistock	313	hotel tavistock	best hotel in tavistock
wilfred	617	617	502e4a16930e414107ee22b6198c578f	258	2015-09-23	QueryPair2K0917	Excellent		0	resorts in delray beach	258	resorts delray beach	resorts in delray beach
wilfred	618	618	149e9677a5989fd342ae44213df68868	170	2015-09-24	QueryPair2K0917	Fair		0	winter rentals holiday florida	170	holiday florida rentals	winter rentals holiday florida
wilfred	62	62	52292e0c763fd027c6eba6b8f494d2eb	1192	2015-09-23	QueryPair2K0917	Excellent		0	hotels.in nh	1192	nh hotel	hotels.in nh
wilfred	629	629	83e8ef518174e1eb6be4a0778d050c9d	1599	2015-09-24	QueryPair2K0917	Good		0	trip thailand	1599	cheap trips to thailand	trip thailand
wilfred	678	678	8e98d81f8217304975ccb23337bb5761	307	2015-09-23	QueryPair2K0917	Good		0	cheap hotels in the area washington	307	hotels washington	cheap hotels in the area washington
wilfred	682	682	4a2ddf148c5a9c42151a529e8cbdcc06	1782	2015-09-23	QueryPair2K0917	Good		0	cruise alaska	1782	discount alaska cruise	cruise alaska
wilfred	685	685	e9fd7c2c6623306db59b6aef5c0d5cac	1614	2015-09-24	QueryPair2K0917	Good		0	hotels on murfreesboro	1614	murfreesboro hotels	hotels on murfreesboro
wilfred	690	690	519c84155964659375821f7ca576f095	1942	2015-09-23	QueryPair2K0917	Good		0	flights from cancun mexico	1942	cancun mexico flight	flights from cancun mexico
wilfred	696	696	7fec306d1e665bc9c748b5d2b99a6e97	1053	2015-09-24	QueryPair2K0917	Fair		0	discount hotels new york pennsylvania	1053	new york pennsylvania hotel	discount hotels new york pennsylvania
wilfred	703	703	4c5bde74a8f110656874902f07378009	182	2015-09-23	QueryPair2K0917	Fair		0	beach hotels in los angeles orlando	182	los angeles orlando hotel	beach hotels in los angeles orlando
wilfred	71	71	fc528592c3858f90196fbfacc814f235	1623	2015-09-24	QueryPair2K0917	Good		0	tickets phoenix az	1623	airline tickets to phoenix az	tickets phoenix az
wilfred	711	711	dc6a70712a252123c40d2adba6a11d84	676	2015-09-23	QueryPair2K0917	Excellent		0	resorts huatulco	676	resort huatulco	resorts huatulco
wilfred	731	731	b60c5ab647a27045b462934977ccad9a	1538	2015-09-23	QueryPair2K0917	Excellent		0	hotels in palmbeach	1538	palmbeach hotels	hotels in palmbeach
wilfred	744	744	45645a27c4f1adc8a7a835976064a86d	626	2015-09-23	QueryPair2K0917	Good		0	the best hotels in delray florida	626	hotels delray florida	the best hotels in delray florida
wilfred	769	769	a1d33d0dfec820b41b54430b50e96b5c	752	2015-09-24	QueryPair2K0917	Fair		0	hotel at boulder	752	arizona charlies boulder hotel	hotel at boulder
wilfred	773	773	c215b446bcdf956d848a8419c1b5a920	1963	2015-09-23	QueryPair2K0917	Fair		0	hotels seaworld universal orlando	1963	universal orlando hotels	hotels seaworld universal orlando
wilfred	787	787	892c91e0a653ba19df81a90f89d99bcd	901	2015-09-23	QueryPair2K0917	Good		0	motels burnsville mn	901	cheap motels in burnsville mn	motels burnsville mn
wilfred	788	788	24681928425f5a9133504de568f5f6df	683	2015-09-24	QueryPair2K0917	Fair		0	cheap hotels in miami beach	683	sheraton miami beach hotel	cheap hotels in miami beach
wilfred	789	789	c0826819636026dd1f3674774f06c51d	1392	2015-09-24	QueryPair2K0917	Fair		0	extended stay hotels in md baltimore inner harbor	1392	hotels in baltimore inner harbor	extended stay hotels in md baltimore inner harbor
wilfred	794	794	95e6834d0a3d99e9ea8811855ae9229d	1940	2015-09-24	QueryPair2K0917	Excellent		0	water parks of orlando florida	1940	orlando florida water parks	water parks of orlando florida
