a.user	a.query	a.query as query1	a.md5key	a.rawkey	date(from_unixtime(a.timestamp)) as date	a.source	a.Judgments	a.comment	a.rank	m._Q1	m._Sno	m._Q2	b.data
swarnes	1889	1889	ccbd8ca962b80445df1f7f38c57759f0	2264	2015-08-17	QueryPair2K081415	Excellent		0	cheapest hotel waikiki	2264	cheapest waikiki accommodation	cheapest hotel waikiki
swarnes	1896	1896	0efbe98067c6c73dba1250d2beaa81f9	1715	2015-08-17	QueryPair2K081415	Good		0	cortland hotels	1715	cortland cheap hotels	cortland hotels
swarnes	1908	1908	487d4c6a324446b3fa45b30cfcee5337	2239	2015-08-17	QueryPair2K081415	Excellent		0	cheap flights toronto	2239	cheapest flight toronto	cheap flights toronto
swarnes	1930	1930	d5c186983b52c4551ee00f72316c6eaa	1992	2015-08-17	QueryPair2K081415	Excellent		0	new york city vacation deals	1992	new york city vacation sales	new york city vacation deals
swarnes	1953	1953	d47268e9db2e9aa3827bba3afb7ff94a	2005	2015-08-17	QueryPair2K081415	Excellent		0	portland oregon rental cars	2005	portland or rental cars	portland oregon rental cars
swarnes	1968	1968	6709e8d64a5f47269ed5cea9f625f7ab	1778	2015-08-17	QueryPair2K081415	Fair		0	cheap hotels carmel	1778	cheap carmel valley hotels	cheap hotels carmel
swarnes	1972	1972	96b9bff013acedfb1d140579e2fbeb63	814	2015-08-17	QueryPair2K081415	Good		0	royal caribbean cruises miami	814	royal caribbean cruises from florida	royal caribbean cruises miami
swarnes	1973	1973	9908279ebbf1f9b250ba689db6a0222b	988	2015-08-18	QueryPair2K081415	Excellent		0	williamsburg virginia hotel	988	virginia williamsburg hotels	williamsburg virginia hotel
swarnes	1985	1985	6490791e7abf6b29a381288cc23a8223	1499	2015-08-18	QueryPair2K081415	Excellent		0	hotel bronx ny	1499	hotels in bronx	hotel bronx ny
swarnes	1997	1997	69adc1e107f7f7d035d7baf04342e1ca	207	2015-08-18	QueryPair2K081415	Good		0	hotels oregon coast	207	oregon coast vacation	hotels oregon coast
swarnes	2000	2000	fd5c905bcd8c3348ad1b35d7231ee2b1	1305	2015-08-17	QueryPair2K081415	Fair		0	cheap rental car seattle	1305	cheap rental cars sea	cheap rental car seattle
swarnes	2029	2029	6a61d423d02a1c56250dc23ae7ff12f3	1217	2015-08-17	QueryPair2K081415	Excellent		0	north carolina beach hotels	1217	north carolina beach nc hotels	north carolina beach hotels
swarnes	204	204	fc49306d97602c8ed1be1dfbf0835ead	860	2015-08-17	QueryPair2K081415	Good		0	cheap niagara falls packages	860	niagara falls getaway packages	cheap niagara falls packages
swarnes	2045	2045	fccb60fb512d13df5083790d64c4d5dd	437	2015-08-17	QueryPair2K081415	Excellent		0	hotel room vegas	437	hotels rooms vegas	hotel room vegas
swarnes	206	206	a9078e8653368c9c291ae2f8b74012e7	1240	2015-08-17	QueryPair2K081415	Excellent		0	hong kong best hotels	1240	best hong kong hotel	hong kong best hotels
swarnes	2065	2065	ce5140df15d046a66883807d18d0264b	1023	2015-08-17	QueryPair2K081415	Excellent		0	knights inn palm springs	1023	knights inn hotels palm springs	knights inn palm springs
swarnes	207	207	ab817c9349cf9c4f6877e1894a1faa00	467	2015-08-17	QueryPair2K081415	Excellent		0	cheap ticket airplane	467	airline cheap tickets	cheap ticket airplane
swarnes	2073	2073	8c01a75941549a705cf7275e41b21f0d	1779	2015-08-17	QueryPair2K081415	Excellent		0	hilton edinburgh airport	1779	edinburgh airport hilton	hilton edinburgh airport
swarnes	2122	2122	d16509f6eaca1022bd8f28d6bc582cae	2432	2015-08-17	QueryPair2K081415	Excellent		0	japan airline tickets	2432	japan air tickets	japan airline tickets
swarnes	213	213	c3992e9a68c5ae12bd18488bc579b30d	602	2015-08-18	QueryPair2K081415	Excellent		0	military vacation discounts	602	military vacation discount	military vacation discounts
swarnes	2130	2130	4734ba6f3de83d861c3176a6273cac6d	273	2015-08-17	QueryPair2K081415	Good		0	holiday inn honolulu	273	holiday inn hawaii	holiday inn honolulu
swarnes	2131	2131	3b92d18aa7a6176dd37d372bc2f1eb71	2126	2015-08-17	QueryPair2K081415	Fair	different city	0	hampton inn southport nc	2126	hampton inn statesville nc	hampton inn southport nc
swarnes	214	214	8cbd005a556ccd4211ce43f309bc0eac	2374	2015-08-17	QueryPair2K081415	Excellent	usvi = united states virgin islands	0	st john virgin islands resorts	2374	st john usvi resorts	st john virgin islands resorts
swarnes	2140	2140	cd4bb35c75ba84b4f39e547b1416fd35	2129	2015-08-17	QueryPair2K081415	Excellent		0	tours machu picchu peru	2129	tours to machu picchu	tours machu picchu peru
swarnes	2175	2175	c30fb4dc55d801fc7473840b5b161dfa	2494	2015-08-17	QueryPair2K081415	Excellent		0	5 star hotels lake tahoe	2494	luxury hotels lake tahoe	5 star hotels lake tahoe
swarnes	2177	2177	62889e73828c756c961c5a6d6c01a463	1724	2015-08-18	QueryPair2K081415	Good		0	westgate park city	1724	westgate park city resorts	westgate park city
swarnes	2193	2193	7d771e0e8f3633ab54856925ecdefc5d	1178	2015-08-17	QueryPair2K081415	Good		0	san jose motel	1178	san jose lodging	san jose motel
swarnes	22	22	a486cd07e4ac3d270571622f4f316ec5	2152	2015-08-17	QueryPair2K081415	Fair	q2 is too generic	0	hotel helen georgia	2152	hotels helen	hotel helen georgia
swarnes	2201	2201	08e6bea8e90ba87af3c9554d94db6579	1677	2015-08-18	QueryPair2K081415	Good		0	metro hotel nyc	1677	hotel metro new york reviews	metro hotel nyc
swarnes	2207	2207	2c3ddf4bf13852db711dd1901fb517fa	2447	2015-08-17	QueryPair2K081415	Excellent		0	hampton inn downtown louisville kentucky	2447	downtown louisville ky hampton inn	hampton inn downtown louisville kentucky
swarnes	228	228	8f1d43620bc6bb580df6e80b0dc05c48	1109	2015-08-18	QueryPair2K081415	Excellent		0	vacation home rentals	1109	vacation property rentals	vacation home rentals
swarnes	2316	2316	6c524f9d5d7027454a783c841250ba71	356	2015-08-17	QueryPair2K081415	Excellent		0	hampton inn albany ny	356	hampton inn hotel albany	hampton inn albany ny
swarnes	2318	2318	201d7288b4c18a679e48b31c72c30ded	1840	2015-08-17	QueryPair2K081415	Fair		0	athena hotel new york	1840	tripadvisor hotel new york	athena hotel new york
swarnes	2322	2322	130f1a8e9e102707f3f91b010f151b0b	2296	2015-08-17	QueryPair2K081415	Excellent		0	doubletree hilton sacramento ca	2296	double tree sacramento california	doubletree hilton sacramento ca
swarnes	2343	2343	fc2c7c47b918d0c2d792a719dfb602ef	1069	2015-08-18	QueryPair2K081415	Excellent		0	comfort suites lombard il	1069	comfort suites chicago lombard illinois	comfort suites lombard il
swarnes	2344	2344	3bf55bbad370a8fcad1d09b005e278c2	1255	2015-08-17	QueryPair2K081415	Fair		0	hyatt san francisco	1255	sofitel san francisco	hyatt san francisco
swarnes	2351	2351	82cadb0649a3af4968404c9f6031b233	1847	2015-08-17	QueryPair2K081415	Excellent		0	carnival alaska cruise	1847	carnival cruise vacation alaska	carnival alaska cruise
swarnes	2354	2354	5ef0b4eba35ab2d6180b0bca7e46b6f9	475	2015-08-18	QueryPair2K081415	Good		0	new zealand tours	475	new zealand package tour	new zealand tours
swarnes	2376	2376	b9d487a30398d42ecff55c228ed5652b	1108	2015-08-17	QueryPair2K081415	Excellent		0	flights amsterdam netherlands	1108	amsterdam flights	flights amsterdam netherlands
swarnes	2387	2387	89fcd07f20b6785b92134bd6c1d0fa42	970	2015-08-17	QueryPair2K081415	Good		0	hotels near gettysburg	970	lodging gettysburg	hotels near gettysburg
swarnes	2393	2393	2050e03ca119580f74cca14cc6e97462	473	2015-08-18	QueryPair2K081415	Excellent		0	hampton inn suites lynnwood	473	hampton inn suite hotel lynnwood	hampton inn suites lynnwood
swarnes	2397	2397	d2a27e83d429f0dcae6b937cf440aeb1	2220	2015-08-17	QueryPair2K081415	Fair		0	car rental panama	2220	panama city rental car	car rental panama
swarnes	2398	2398	cee631121c2ec9232f3a2f028ad5c89b	500	2015-08-18	QueryPair2K081415	Good		0	homewood suites hilton philadelphia	500	hilton homewood philadelphia airport	homewood suites hilton philadelphia
swarnes	2410	2410	53c3bce66e43be4f209556518c2fcb54	293	2015-08-17	QueryPair2K081415	Excellent		0	cheap delta flights	293	cheap delta flight	cheap delta flights
swarnes	2410	2410	7283518d47a05a09d33779a17adf1707	1761	2015-08-17	QueryPair2K081415	Excellent		1	cheap delta flights	1761	cheapest delta airlines	cheap delta flights
swarnes	2442	2442	24146db4eb48c718b84cae0a0799dcfc	1026	2015-08-18	QueryPair2K081415	Fair	could be two different cities	0	south haven hotels	1026	hotels south haven michigan	south haven hotels
swarnes	2444	2444	c8ffe9a587b126f152ed3d89a146b445	124	2015-08-18	QueryPair2K081415	Fair		0	hotels richland mississippi	124	motels near richland mississippi	hotels richland mississippi
swarnes	2451	2451	8c5f6ecd29a0eb234459190ca51c16dd	2195	2015-08-17	QueryPair2K081415	Excellent		0	san antonio airport car rentals	2195	san antonio intl airport car rentals	san antonio airport car rentals
swarnes	2471	2471	4b86abe48d358ecf194c56c69108433e	2073	2015-08-17	QueryPair2K081415	Excellent		0	cancun hotel deals	2073	mx cancun hotel deals	cancun hotel deals
swarnes	2473	2473	0c9ebb2ded806d7ffda75cd0b95eb70c	1505	2015-08-17	QueryPair2K081415	Excellent		0	parking new orleans airport	1505	parking at msy airport	parking new orleans airport
swarnes	250	250	a8ecbabae151abacba7dbde04f761c37	808	2015-08-17	QueryPair2K081415	Good		0	florida hotel orlando	808	florida hotel orlando reviews	florida hotel orlando
swarnes	26	26	7b41bfa5085806dfa24b8c9de0ce567f	2466	2015-08-17	QueryPair2K081415	Excellent		0	ottawa ontario canada	2466	canada ottawa	ottawa ontario canada
swarnes	287	287	43cca4b3de2097b9558efefd0ecc3588	1223	2015-08-18	QueryPair2K081415	Good		0	spartanburg hotels	1223	spartanburg motels	spartanburg hotels
swarnes	314	314	c91591a8d461c2869b9f535ded3e213e	1904	2015-08-18	QueryPair2K081415	Fair		0	marysville ca hotels	1904	marysville california motel	marysville ca hotels
swarnes	327	327	f8bf09f5fceaea80e1f864a1b48938bf	2064	2015-08-17	QueryPair2K081415	Good		0	hotel victoria	2064	hotel victoria bc	hotel victoria
swarnes	41	41	006f52e9102a8d3be2fe5614f42ba989	168	2015-08-18	QueryPair2K081415	Excellent		0	hotel montpensier paris	168	hotel paris montpensier	hotel montpensier paris
swarnes	422	422	cfbce4c1d7c425baf21d6b6f2babe6be	891	2015-08-17	QueryPair2K081415	Excellent		0	melbourne australia	891	australia melbourne	melbourne australia
swarnes	43	43	6c8dba7d0df1c4a79dd07646be9a26c8	1264	2015-08-18	QueryPair2K081415	Excellent		0	hotels seychelles	1264	seychelles islands hotels	hotels seychelles
swarnes	441	441	20c9f5700da1088260df60fcc5df2b53	2348	2015-08-17	QueryPair2K081415	Excellent		0	chicago midway airport rental cars	2348	chicago midway airport rental car	chicago midway airport rental cars
swarnes	449	449	1579779b98ce9edb98dd85606f2c119d	1046	2015-08-17	QueryPair2K081415	Excellent		0	dublin hotels tripadvisor	1046	tripadvisor dublin	dublin hotels tripadvisor
swarnes	451	451	26657d5ff9020d2abefe558796b99584	96	2015-08-17	QueryPair2K081415	Excellent		0	hampton inn rockford	96	hampton inn rockford rockford	hampton inn rockford
swarnes	489	489	add217938e07bb1fd8796e0315b88c10	2379	2015-08-18	QueryPair2K081415	Excellent		0	hampton inn newark airport	2379	hampton newark airport hotel	hampton inn newark airport
swarnes	497	497	6cfe0e6127fa25df2a0ef2ae1067d915	967	2015-08-17	QueryPair2K081415	Excellent		0	cruise st lucia	967	cruise saint lucia	cruise st lucia
swarnes	502	502	19b650660b253761af189682e03501dd	863	2015-08-18	QueryPair2K081415	Good		0	flights san francisco san diego	863	flight san diego san francisco	flights san francisco san diego
swarnes	52	52	e58aea67b01fa747687f038dfde066f6	2308	2015-08-17	QueryPair2K081415	Excellent		0	book flight ticket	2308	booking flights	book flight ticket
swarnes	541	541	0768281a05da9f27df178b5c39a51263	1021	2015-08-17	QueryPair2K081415	Good		0	grand canyon national park map	1021	grand canyon national park trip	grand canyon national park map
swarnes	546	546	cedebb6e872f539bef8c3f919874e9d7	183	2015-08-17	QueryPair2K081415	Excellent		0	embassy suites san diego downtown	183	embassy san diego	embassy suites san diego downtown
swarnes	549	549	069059b7ef840f0c74a814ec9237b6ec	126	2015-08-18	QueryPair2K081415	Good		0	travelodge suites virginia beach oceanfront	126	travelodge hotels virginia beach	travelodge suites virginia beach oceanfront
swarnes	581	581	c1e39d912d21c91dce811d6da9929ae8	1271	2015-08-17	QueryPair2K081415	Excellent		0	europe trips packages	1271	europe package tours	europe trips packages
swarnes	582	582	4edaa105d5f53590338791951e38c3ad	1403	2015-08-17	QueryPair2K081415	Good		0	flights pdx	1403	pdx flights to	flights pdx
swarnes	584	584	42a0e188f5033bc65bf8d78622277c4e	136	2015-08-17	QueryPair2K081415	Good		0	rhode island hotel	136	cheap rhode island hotel	rhode island hotel
swarnes	604	604	02a32ad2669e6fe298e607fe7cc0e1a0	841	2015-08-18	QueryPair2K081415	Excellent		0	flights reno	841	reno airline ticket	flights reno
